id,relationship_id,heading,meaning
954,952,"เรื่องลูก การเริ่มต้น (ปุตตะ) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","ท่านจะมีบุตรธิดาก็เป็นอนุชาตบุตร  ถึงจะได้ดีตกยากอย่างไรนั้น เสมอเหมือนพ่อแม่ จะไม่ยิ่งหย่อนไปกว่าสกุลของตนเท่าใดนัก บุตรอยู่ในโอวาทดี ต้องเหน็ดเหนื่อยเพื่อบุตรบริวาร ชอบงานส่วนรวม งานการกุศลเพื่อคนอื่น บุตรคนอื่น , คิดให้คนอื่น"
955,955,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องลูก การเริ่มต้น (ปุตตะ)","บุตรของท่านจะเป็นคนที่นำโชคลาภอันดีงามมาสู่ท่านเสมอ ท่านจะตั้งเนื้อตั้งตัวก็ได้เพราะบุตรที่จะมาเกิดอยู่กับผู้นั้นจัดเป็น อภิชาตบุตร คือ บุตรธิดา ที่เป็นผู้ยิ่งกว่าพ่อและแม่ในทางความรู้ ความดี ได้บุตร ธิดานั้นเป็นโภคทรัพย์ที่สำคัญยิ่ง ,หลังจากมีบุตรท่านจะมีโชคลาภ มีทรัพย์สิน เงินทอง , หรือท่านจะได้ทรัพย์สิน เงินทอง จากสิ่งที่คิดริเริ่มสร้างสรรค์ใหม่ ๆ เริ่มต้นสิ่งใหม่"
956,955,"สินทรัพย์ (โภคา) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านจะมีข้าวของสิ่งใด ๆ โดยเฉพาะอสังหาริมทรัพย์ก็ดี สิ่งของนั้น ๆ มักจะมีตำหนิและได้โดยไม่เต็มเม็ดเต็มหน่วย มักจะมีผู้คอยตัดรอนหรือเอาเปรียบไปเสีย  ทรัพย์สินที่ท่านมีอยู่นั้นต้องหมดไป ชะตาชีวิตของท่าน เป็นชะตาชีวิตที่จะรักษาสิ่งใดไว้ไม่ได้ตลอดไป มักจะมีอันเป็นไปโดยที่ไม่ได้นึกฝันเลย , ความผิดหวังด้านทรัพย์สิน , การยึดคืน"
957,955,"เรื่องลูก การเริ่มต้น (ปุตตะ) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านจะมีบุตรหรือธิดา บุตรธิดา ของท่านมักเป็นคนที่มีโรคภัยไข้เจ็บคอยเบียดเบียนอยู่เสมอ ไม่สบาย เป็นคนเจ็บออด ๆ แอด ๆ อยู่เสมอ ทำให้พ่อแม่ ต้องสิ้นเปลืองในการรักษาพยาบาลอยู่มิรู้หยุดหย่อน บุตร ธิดา ของผู้นั้น ครั้นเติบโตใหญ่กล้าขึ้นมาแล้ว ก็จะไม่ให้พ่อแม่ได้พึ่งพาอาศัย เป็นคนที่เห็นพ่อแม่ พี่น้องพงศ์พันธุ์ ของตนเป็นเช่นข้าศึกศัตรูของตน , มีเรื่องปิดบังซ่อนเร้นเกี่ยวกับบุตรธิดา"
958,958,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องลูก การเริ่มต้น (ปุตตะ)","บุตรของท่านจะเป็นคนที่นำโชคลาภอันดีงามมาสู่ท่านเสมอ ท่านจะตั้งเนื้อตั้งตัวก็ได้เพราะบุตรที่จะมาเกิดอยู่กับผู้นั้นจัดเป็น อภิชาตบุตร คือ บุตรธิดา ที่เป็นผู้ยิ่งกว่าพ่อและแม่ในทางความรู้ ความดี ได้บุตร ธิดานั้นเป็นโภคทรัพย์ที่สำคัญยิ่ง ,หลังจากมีบุตรท่านจะมีโชคลาภ มีทรัพย์สิน เงินทอง , หรือท่านจะได้ทรัพย์สิน เงินทอง จากสิ่งที่คิดริเริ่มสร้างสรรค์ใหม่ ๆ เริ่มต้นสิ่งใหม่"
959,958,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านหาทรัพย์มายากลำบาก มีทรัพย์สินใด ๆ ก็ดี ก็มักจะมีผู้ฉ้อโกงและแก่งแย่งเอาเปรียบ เอาไปเสีย ท่านจะมีสิ่งสินทรัพย์สักเพียงใด ๆ ก็ดี จะรักษาไว้ไม่ได้ เพราะชะตาชีวิตของท่าน มีทรัพย์สินเป็นมรณะ จึงเป็นผู้ที่ไม่มีความสามารถจะเก็บทรัพย์สินที่ตนหามาได้ ให้ถาวรมั่นคงยั่งยืนสืบต่อไป ถึงจะมีสิ่งที่ตนรักใคร่และหวงแหนอย่างไรก็มักจะมีเหตุให้เสียไป ,มีหนี้สิน"
960,958,"เรื่องลูก การเริ่มต้น (ปุตตะ) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านจะมีบุตรหรือธิดาก็ดี บุตรธิดาของท่านจะเป็นคนเลี้ยงยาก ต้องให้ผู้อื่นผูกข้อมือเอาเป็นลูกเสียก่อนจึงจะเลี้ยงได้ หรืออีกนัยหนึ่งท่านให้ทายว่าผู้นั้นจะเป็นคนอาภัพบุตรมีบุตรยาก มีบุตรช้า หรือเมื่อมีบุตรเลี้ยงดูให้เติบใหญ่ขึ้นมา แล้วก็จะพึ่งพาอาศัยอะไรไม่ได้เลย เป็นคนที่มีบุตรก็เหมือนกับไม่มีเพราะ บุตรจะไม่ให้ผู้นั้นได้พึ่งอาศัยอะไรได้เลย เป็นคนที่ทำคุณแก่คนไม่ขึ้นนั้น  , ไม่ชอบทำสิ่งใหม่ ๆ ไม่ค่อยมิความคิดริเริ่ม ชอบทำสิ่งเดิม ๆ ไม่ชอบความเปลี่ยนแปลง"
961,961,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องลูก การเริ่มต้น (ปุตตะ)","บุตรของท่านจะเป็นคนที่นำโชคลาภอันดีงามมาสู่ท่านเสมอ ท่านจะตั้งเนื้อตั้งตัวก็ได้เพราะบุตรที่จะมาเกิดอยู่กับผู้นั้นจัดเป็น อภิชาตบุตร คือ บุตรธิดา ที่เป็นผู้ยิ่งกว่าพ่อและแม่ในทางความรู้ ความดี ได้บุตร ธิดานั้นเป็นโภคทรัพย์ที่สำคัญยิ่ง ,หลังจากมีบุตรท่านจะมีโชคลาภ มีทรัพย์สิน เงินทอง , หรือท่านจะได้ทรัพย์สิน เงินทอง จากสิ่งที่คิดริเริ่มสร้างสรรค์ใหม่ ๆ เริ่มต้นสิ่งใหม่"
962,961,"สินทรัพย์ (โภคา) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านเป็นคนที่มีบุญวาสนาอย่างดียิ่ง มีฐานะทางการเงินและการครองชีพอย่างมั่นคงและสดใส แต่อาชีพที่ถูกกับชะตาชีวิตของท่าน ได้แก่ การเป็นนายหน้าเรื่องการซื้อการขายที่ดิน บ้าน เรือกสวน ไร่นา เป็นต้น ถ้าจะทำราชการก็จะให้เกี่ยวข้องกับที่ดิน จึงจะถูกต้องกับชะตาชีวิตของท่าน หรือมิฉะนั้นก็เป็นการทำเหมือง หรือการทำป่าไม้ หรือการทำไร่นาผลไม้ล้มลุกต่าง ๆ ผู้นั้นจะเป็นผู้ที่ได้ลาภผลที่น่าพึงพอใจยิ่ง จะเป็นผู้มีโชคดีในการเสี่ยงโชคเสมอ ๆ ท่านจะมีชีวิตอย่างราบรื่นและสงบสุข อย่างที่จะหาผู้เปรียบเสมอได้ยากยิ่งคนหนึ่ง"
963,961,"เรื่องลูก การเริ่มต้น (ปุตตะ) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านจะเป็นคนที่อุดมสมบูรณ์ไปด้วยบุตรธิดาและบุตรธิดาของท่าน จะเป็นผู้นำผลดีมาสู่พ่อ แม่ และเป็นคนที่มีความคิดเฉลียวฉลาดดี บุตรธิดาของผู้นั้นจะเป็นคนที่มีสภาพทางร่างกาย และทางสติปัญญาสมบูรณ์ดีทุกประการ และเป็นคนที่พ่อ แม่ ตลอดจนญาติมิตรพงศ์พันธุ์จะพึ่งพาอาศัยได้ จะเป็นคนที่นำความดีมีหน้ามีตามาสู่วงศ์ตระกูลของตนในภายหน้า , การเริ่มต้นสิ่งใหม่ๆ หรือความคิดริเริ่มของท่าน จะนำลาภยศ ความเจริญมาให้ท่าน"
964,964,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องลูก การเริ่มต้น (ปุตตะ)","บุตรของท่านจะเป็นคนที่นำโชคลาภอันดีงามมาสู่ท่านเสมอ ท่านจะตั้งเนื้อตั้งตัวก็ได้เพราะบุตรที่จะมาเกิดอยู่กับผู้นั้นจัดเป็น อภิชาตบุตร คือ บุตรธิดา ที่เป็นผู้ยิ่งกว่าพ่อและแม่ในทางความรู้ ความดี ได้บุตร ธิดานั้นเป็นโภคทรัพย์ที่สำคัญยิ่ง ,หลังจากมีบุตรท่านจะมีโชคลาภ มีทรัพย์สิน เงินทอง , หรือท่านจะได้ทรัพย์สิน เงินทอง จากสิ่งที่คิดริเริ่มสร้างสรรค์ใหม่ ๆ เริ่มต้นสิ่งใหม่"
965,964,"สินทรัพย์ (โภคา) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","ท่านมีอำนาจวาสนามีอยู่มีกินอุดมสมบูรณ์ มีบริวารชายหญิงอยู่พร้อมพรั่ง มีทรัพย์สินมรดกตกทอด  เงินทอง ที่ดิน ธุรกิจ ผลประโยชน์ไม่ยากจน ทรัพย์สินที่มีก็เจริญงอกงามออกผลน่าชื่นใจ มีผู้ช่วยเหลือในการแสวงหาทรัพย์สินผลกำไร"
966,964,"เรื่องลูก การเริ่มต้น (ปุตตะ) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","บุตรหรือธิดาของท่านจะเป็นผู้ที่ประกอบไปด้วยคุณความดีทุกประการจะเป็นผู้ที่นำเอาความสุข ความเจริญมาสู่วงศ์ตระกูลของตน จะเป็นผู้ที่ทำให้สกุลวงศ์ของตนได้รับความเย็นใจได้ เมื่อบุตรหรือธิดาของผู้นั้นแรกเกิดมานั้น จะมีผู้นำเอาสิ่งของอันพึงใจมาให้ ท่านจะได้พึ่ง บุตรธิดา ของตนนั้นต่อไปในภายหน้า , การเริ่มต้นสิ่งใหม่ๆ หรือความคิดริเริ่มของท่าน จะนำความสุข ความเจริญมาให้ท่าน"
967,967,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
968,967,"สินทรัพย์ (โภคา) สัมพันธ์กับ หน้าที่การงาน (กัมมะ)","ท่านจะเป็นคนที่รู้จักหลักของการประกอบอาชีพ จะเป็นผู้ที่ได้รับผลของการงานที่ทำนั้น ท่านมีความมานะอดทน ตั้งหน้าทำมาหากินอย่างไม่เห็นแก่เหน็ดเหนื่อย และท่านมักจะเป็นคนมีโชคดีในเรื่องการของการซื้อขายเสมอ ค้าขายดี , อาชีพเกี่ยวกับอสังหาริมทรัพย์ และที่เกี่ยวข้อง , เกียวกับทรัพยากรณ์ธรรมชาติ"
969,967,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ หน้าที่การงาน (กัมมะ)","ท่านจะมีญาติพี่น้องเป็นคนรู้หลักของการทำมาหากิน จะเป็นคนที่ให้ความช่วยเหลือต่อท่านเป็นอย่างดี ญาติพี่น้องของท่านเป็นคนขยันขันแข็ง ตั้งหน้าตั้งตาทำมาหากินในทางที่ชอบ มีความรักใคร่ ให้ความช่วยเหลือต่อญาติพี่น้อง ของตนเป็นอย่างดี ท่านเป็นคนที่มีพี่น้องมากและพี่น้องของผู้นั้นเป็นคนมีใจโอบอ้อมอารีต่อพงศ์พันธุ์ของตน เป็นคนที่เห็นแก่พี่น้อง แก่วงศ์วานของตน ยินดีให้ความช่วยเหลือ , การงานของท่านต้องเกี่ยวข้องกับญาติพี่น้อง"
970,970,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
971,970,"สินทรัพย์ (โภคา) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","ท่านจะใช้หรือไห้ววานผู้ใดผู้หนึ่ง ทำกิจการงานใด ๆ เขาก็มักจะเรียกค่าจ้างและรางวัลก่อนเสมอ ก็เพราะเขาหวังประโยชน์อย่างใดอย่างหนึ่ง จึงได้มาคบหากับท่าน ไม่มีผู้ที่จะคบหากับผู้นั้นด้วยความบริสุทธิ์ใจเลย ถึงท่านจะให้ความช่วยเหลือเลี้ยงดู ต่อผู้ที่ได้เข้ามาอยู่ในความปกครองของท่านสักเท่าไรก็ตาม เขาก็ไม่ได้มีความจงรักภักดีต่อท่าน โดยความบริสุทธิ์ใจ เมื่อท่านอับจนหรือตกต่ำลงไปเวลาใดเขาเหล่านั้นก็จะพากันปลีกตัวหนีจากท่านหมด โดยมิได้มีความห่วงใยและนึกถึงบุญคุณของท่านเลย ท่านทำคุณแก่คนไม่ขึ้น"
972,970,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ เหน็จเหนื่อยเพื่อคนอื่น ส่วนรวม (ทาสา)","ถึงท่านจะมีญาติพี่น้องมากมายอย่างไรก็ตาม ญาติพี่น้องพงศ์พันธุ์ของท่านก็เป็นเพียงอนุชาตตระกูล มีความเป็นอยู่ตลอดถึงการทำมาหากิน เป็นเช่นกับต้นตระกูลวงศ์เดิมของตนทุกประการ เช่น ตระกูลของตนเคยทำมาหากินในทางทำนาค้าชาย หรือเป็นข้าราชการผู้น้อยผู้ใหญ่อย่างไรก็ตาม ญาติพี่น้องของผู้นั้นย่อมจะมีอาชีพ หรือการทำมาหากินตามเช่นอย่างตระกูลเดิมของตน"
973,973,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
974,973,"สินทรัพย์ (โภคา) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","ท่านจะใช้หรือไห้ววานผู้ใดผู้หนึ่ง ทำกิจการงานใด ๆ เขาก็มักจะเรียกค่าจ้างและรางวัลก่อนเสมอ ก็เพราะเขาหวังประโยชน์อย่างใดอย่างหนึ่ง จึงได้มาคบหากับท่าน ไม่มีผู้ที่จะคบหากับผู้นั้นด้วยความบริสุทธิ์ใจเลย ถึงท่านจะให้ความช่วยเหลือเลี้ยงดู ต่อผู้ที่ได้เข้ามาอยู่ในความปกครองของท่านสักเท่าไรก็ตาม เขาก็ไม่ได้มีความจงรักภักดีต่อท่าน โดยความบริสุทธิ์ใจ เมื่อท่านอับจนหรือตกต่ำลงไปเวลาใดเขาเหล่านั้นก็จะพากันปลีกตัวหนีจากท่านหมด โดยมิได้มีความห่วงใยและนึกถึงบุญคุณของท่านเลย ท่านทำคุณแก่คนไม่ขึ้น"
975,973,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ การเหน็จเหนื่อยเพื่อตัวเอง (ทาสี)","ถึงท่านจะมีญาติพี่น้องมากมายอย่างไรก็ตาม ญาติพี่น้องพงศ์พันธุ์ของท่านก็เป็นเพียงอนุชาตตระกูล มีความเป็นอยู่ตลอดถึงการทำมาหากิน เป็นเช่นกับต้นตระกูลวงศ์เดิมของตนทุกประการ เช่น ตระกูลของตนเคยทำมาหากินในทางทำนาค้าชาย หรือเป็นข้าราชการผู้น้อยผู้ใหญ่อย่างไรก็ตาม ญาติพี่น้องของผู้นั้นย่อมจะมีอาชีพ หรือการทำมาหากินตามเช่นอย่างตระกูลเดิม"
976,976,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
977,976,"สินทรัพย์ (โภคา) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านจะมีข้าวของสิ่งใด ๆ โดยเฉพาะอสังหาริมทรัพย์ก็ดี สิ่งของนั้น ๆ มักจะมีตำหนิและได้โดยไม่เต็มเม็ดเต็มหน่วย มักจะมีผู้คอยตัดรอนหรือเอาเปรียบไปเสีย  ทรัพย์สินที่ท่านมีอยู่นั้นต้องหมดไป ชะตาชีวิตของท่าน เป็นชะตาชีวิตที่จะรักษาสิ่งใดไว้ไม่ได้ตลอดไป มักจะมีอันเป็นไปโดยที่ไม่ได้นึกฝันเลย , ความผิดหวังด้านทรัพย์สิน , การยึดคืน"
978,976,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ สิ่งไม่ดี เรื่องปิดบัง ซ่อนเร้น (พยายะ)","ท่านจะมีญาติพี่น้องพงศ์พันธ์พึ่งพาอาศัยไม่ใคร่ได้ คือญาติพี่น้องพงศ์พันธุ์ ของท่านมักจะแยกย้ายกันไปอยู่ที่อื่น หรือญาติพี่น้องพงศ์พันธุ์ผู้นั้นมักจะมีโรคอันเกิดแต่กรรมพันธุ์ ซึ่งโรคนั้นได้เป็นมาแต่บรรพบุรุษของผู้นั้นแล้ว และได้ตกทอดสู่กรรมพันธุ์ของตน , ตัวเองเป็นที่พึงของตน"
979,979,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
980,979,"สินทรัพย์ (โภคา) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านหาทรัพย์มายากลำบาก มีทรัพย์สินใด ๆ ก็ดี ก็มักจะมีผู้ฉ้อโกงและแก่งแย่งเอาเปรียบ เอาไปเสีย ท่านจะมีสิ่งสินทรัพย์สักเพียงใด ๆ ก็ดี จะรักษาไว้ไม่ได้ เพราะชะตาชีวิตของท่าน มีทรัพย์สินเป็นมรณะ จึงเป็นผู้ที่ไม่มีความสามารถจะเก็บทรัพย์สินที่ตนหามาได้ ให้ถาวรมั่นคงยั่งยืนสืบต่อไป ถึงจะมีสิ่งที่ตนรักใคร่และหวงแหนอย่างไรก็มักจะมีเหตุให้เสียไป ,มีหนี้สิน"
981,979,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ เรื่องเจ็บป่วย (มรณะ)","ท่านจะไม่ค่อยมีญาติพี่น้อง จะไม่ได้รับความช่วยเหลืออะไร จากญาติพี่น้องเลย ถ้าจะพึ่งพาอาศัยผู้อื่นยังจะดีกว่าพึ่งพาอาศัยญาติพี่น้องตนเอง ชะตาชีวิตของท่าน จะมีญาติพี่น้องวงศ์วานของตนเองเป็นศัตรู"
982,982,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
983,982,"สินทรัพย์ (โภคา) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านเป็นคนที่มีบุญวาสนาอย่างดียิ่ง มีฐานะทางการเงินและการครองชีพอย่างมั่นคงและสดใส แต่อาชีพที่ถูกกับชะตาชีวิตของท่าน ได้แก่ การเป็นนายหน้าเรื่องการซื้อการขายที่ดิน บ้าน เรือกสวน ไร่นา เป็นต้น ถ้าจะทำราชการก็จะให้เกี่ยวข้องกับที่ดิน จึงจะถูกต้องกับชะตาชีวิตของท่าน หรือมิฉะนั้นก็เป็นการทำเหมือง หรือการทำป่าไม้ หรือการทำไร่นาผลไม้ล้มลุกต่าง ๆ ผู้นั้นจะเป็นผู้ที่ได้ลาภผลที่น่าพึงพอใจยิ่ง จะเป็นผู้มีโชคดีในการเสี่ยงโชคเสมอ ๆ ท่านจะมีชีวิตอย่างราบรื่นและสงบสุข อย่างที่จะหาผู้เปรียบเสมอได้ยากยิ่งคนหนึ่ง"
984,982,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ ลาภยศ โชคลาภ (ลาภะ)","ท่านจะเป็นคนที่มีพี่น้องเพื่อนฝูงมากมาย และญาติมิตรของท่านรู้จักความปรองดองกันเป็นอย่างดียิ่ง มีความเป็นอยู่เป็นก๊ก เป็นเหล่ากันดี ,ท่านชอบทำการอันเป็นประโยชน์แก่สาธารณชนโดยทั่วถึงกันเช่นเป็นคนมีวิชาชีพ ซึ่งมีหน้าที่คอยติดต่อทำประโยชน์ให้แก่สาธารณชนโดยทั่วไป ถ้าผู้นั้นบวชเป็นสงฆ์เป็นชี ก็จะได้รับพระราชทานสมณศักดิ์มีชื่อเสียง"
985,985,"สินทรัพย์ (โภคา) สัมพันธ์กับ ญาติพี่น้อง (พันธุ)","ท่านจะเป็นผู้ที่มีญาติพี่น้องเป็นคนมีฐานะในทางการเงินดี มีหลักทรัพย์ ไม่มีใครที่จะมาดูถูกหมิ่นในเรื่องชาติตระกูล หรือเรื่องญาติพี่น้องของท่านได้ หรือนัยหนึ่งว่า ญาติพี่น้องของท่านเป็นคนมีตำแหน่งหน้าที่สูง จึงเป็นเหตุจะให้ท่านได้รับการอุ้มชูช่วยเหลือญาติพี่น้องนั้นได้เป็นอย่างดียิ่ง ท่านจะได้ดีต่อไปภายหน้า เพราะมีญาติพี่น้องนั้นเป็นคนคอยให้ความช่วยเหลือเกื้อกูลอยู่เสมอ ๆ ชะตาชีวิตไม่ตกต่ำก็เพราะเป็นผู้มีญาติพี่น้องคอยให้คำแนะนำช่วยเหลือ ,ท่านจะมีบ้านที่ดินเป็นของตัวเอง"
986,985,"สินทรัพย์ (โภคา) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","ท่านมีอำนาจวาสนามีอยู่มีกินอุดมสมบูรณ์ มีบริวารชายหญิงอยู่พร้อมพรั่ง มีทรัพย์สินมรดกตกทอด  เงินทอง ที่ดิน ธุรกิจ ผลประโยชน์ไม่ยากจน ทรัพย์สินที่มีก็เจริญงอกงามออกผลน่าชื่นใจ มีผู้ช่วยเหลือในการแสวงหาทรัพย์สินผลกำไร"
987,985,"ญาติพี่น้อง (พันธุ) สัมพันธ์กับ ความเจริญรุ่งเรือง (สุภะ)","ท่านจะมีญาติพี่น้องวงศ์วานที่เป็นคนมีสกุลสูง มีการทำมาหากินในทางสัมมาอาชีพ มีฐานะและหน้าที่ในวงราชการที่สูงค่า คือ ญาติพี่น้องวงศ์วานของผู้นั้นเป็นผู้มีความดีคนทั้งหลายยกย่องนับถือผู้นั้นก็จะพลอยมีหน้ามีตาเพราะญาติพี่น้องพงศ์พันธุ์นั้นด้วย ชะตาชีวิตของท่านจะได้ดีเพราะมีพี่น้องพงศ์พันธุ์เป็นผู้คอยให้ความช่วยเหลือเกื้อกูลเสมอ"
